NAME,pop,state,county
"Spencer County, Kentucky",18680,21,215
"Bath County, Kentucky",12355,21,011
"Ballard County, Kentucky",8032,21,007
"Boyle County, Kentucky",29972,21,021
"Green County, Kentucky",10979,21,087
"Harlan County, Kentucky",26699,21,095
"Martin County, Kentucky",11648,21,159
"Lincoln County, Kentucky",24476,21,137
"Monroe County, Kentucky",10627,21,171
"Ohio County, Kentucky",24071,21,183
"Union County, Kentucky",14638,21,225
"Webster County, Kentucky",13068,21,233
"Jim Wells County, Texas",40972,48,249
"Dallam County, Texas",7304,48,111
"Montmorency County, Michigan",9265,26,119
"Presque Isle County, Michigan",12714,26,141
"Gladwin County, Michigan",25279,26,051
"Kalamazoo County, Michigan",262745,26,077
"Mecosta County, Michigan",43251,26,107
"Marquette County, Michigan",66686,26,103
"Newaygo County, Michigan",48366,26,123
"Osceola County, Michigan",23290,26,133
"Otsego County, Michigan",24490,26,137
"Calhoun County, Michigan",134212,26,025
"Cheboygan County, Michigan",25418,26,031
"Luce County, Michigan",6338,26,095
"Kent County, Michigan",648121,26,081
"Saginaw County, Michigan",191821,26,145
"Shiawassee County, Michigan",68340,26,155
"Bay County, Michigan",104104,26,017
"Charlevoix County, Michigan",26188,26,029
"Delta County, Michigan",36026,26,041
"Emmet County, Michigan",33104,26,047
"Koochiching County, Minnesota",12515,27,071
"Morrison County, Minnesota",33064,27,097
"Pennington County, Minnesota",14183,27,113
"Steele County, Minnesota",36683,27,147
"Wilkin County, Minnesota",6291,27,167
"Aitkin County, Minnesota",15834,27,001
"Faribault County, Minnesota",13801,27,043
"Murray County, Minnesota",8296,27,101
"Kandiyohi County, Minnesota",42841,27,067
"Lake County, Minnesota",10560,27,075
"Rock County, Minnesota",9402,27,133
"Roseau County, Minnesota",15361,27,135
"Traverse County, Minnesota",3311,27,155
"Becker County, Minnesota",34011,27,005
"Hennepin County, Minnesota",1245837,27,053
"Brown County, Minnesota",25163,27,015
"Chippewa County, Minnesota",11953,27,023
"Clearwater County, Minnesota",8821,27,029
"Goodhue County, Minnesota",46246,27,049
"Isanti County, Minnesota",39430,27,059
"Jackson County, Minnesota",9954,27,063
"Mower County, Minnesota",39807,27,099
"Pine County, Minnesota",29223,27,115
"Olmsted County, Minnesota",154809,27,109
"Wadena County, Minnesota",13654,27,159
"Benton County, Minnesota",40129,27,009
"Freeborn County, Minnesota",30463,27,047
"Itasca County, Minnesota",45141,27,061
"Pope County, Minnesota",11048,27,121
"Stevens County, Minnesota",9789,27,149
"Swift County, Minnesota",9359,27,151
"Cottonwood County, Minnesota",11299,27,033
"Scott County, Minnesota",145275,27,139
"Wabasha County, Minnesota",21537,27,157
"Pipestone County, Minnesota",9191,27,117
"Norman County, Minnesota",6520,27,107
"Nicollet County, Minnesota",33954,27,103
"Fort Bend County, Texas",765394,48,157
"Irion County, Texas",1620,48,235
"Willacy County, Texas",21588,48,489
"Dawson County, Texas",12813,48,115
"Burleson County, Texas",18058,48,051
"Nueces County, Texas",361540,48,355
"Rains County, Texas",11766,48,379
"Real County, Texas",3408,48,385
"Sterling County, Texas",1231,48,431
"Carson County, Texas",6009,48,065
"Freestone County, Texas",19714,48,161
"Hardeman County, Texas",3945,48,197
"Briscoe County, Texas",1457,48,045
"Liberty County, Texas",83702,48,291
"Loving County, Texas",98,48,301
"Robertson County, Texas",16990,48,395
"Rusk County, Texas",53755,48,401
"Trinity County, Texas",14620,48,455
"Bandera County, Texas",22215,48,019
"Childress County, Texas",7253,48,075
"Comal County, Texas",141642,48,091
"Houston County, Texas",22954,48,225
"Navarro County, Texas",48995,48,349
"Scurry County, Texas",17096,48,415
"Stonewall County, Texas",1476,48,433
"Bastrop County, Texas",84522,48,021
"Bee County, Texas",32611,48,025
"Crane County, Texas",4802,48,103
"Rutland County, Vermont",58892,50,021
"Orange County, Vermont",28908,50,017
"Windsor County, Vermont",55275,50,027
"Utah County, Utah",605490,49,049
"Duchesne County, Utah",20148,49,013
"Uintah County, Utah",36084,49,047
"Davis County, Utah",345767,49,011
"Emery County, Utah",10117,49,015
"Garfield County, Utah",4998,49,017
"Isle of Wight County, Virginia",36627,51,093
"Franklin city, Virginia",8147,51,620
"Lexington city, Virginia",7241,51,678
"Henry County, Virginia",51308,51,089
"King William County, Virginia",16688,51,101
"Louisa County, Virginia",36040,51,109
"Prince Edward County, Virginia",22905,51,147
"Rockingham County, Virginia",80284,51,165
"Calloway County, Kentucky",38837,21,035
"Casey County, Kentucky",15885,21,045
"Christian County, Kentucky",71414,21,047
"Daviess County, Kentucky",100474,21,059
"Grayson County, Kentucky",26247,21,085
"Henderson County, Kentucky",45829,21,101
"Henry County, Kentucky",15911,21,103
"Hopkins County, Kentucky",45331,21,107
"Jackson County, Kentucky",13369,21,109
"Laurel County, Kentucky",60357,21,125
"Marshall County, Kentucky",31192,21,157
"Meade County, Kentucky",28182,21,163
"Montgomery County, Kentucky",27884,21,173
"Nicholas County, Kentucky",7153,21,181
"Oldham County, Kentucky",65967,21,185
"Douglas County, Minnesota",37513,27,041
"Grant County, Minnesota",5935,27,051
"Kittson County, Minnesota",4311,27,069
"Le Sueur County, Minnesota",28242,27,079
"Owen County, Kentucky",10796,21,187
"Rockcastle County, Kentucky",16820,21,203
"Scott County, Kentucky",54667,21,209
"Warren County, Kentucky",128652,21,227
"Allen County, Kentucky",20944,21,003
"Bourbon County, Kentucky",20058,21,017
"Bullitt County, Kentucky",80171,21,029
"Crittenden County, Kentucky",9000,21,055
"Fulton County, Kentucky",6130,21,075
"Knott County, Kentucky",15260,21,119
"Menifee County, Kentucky",6443,21,165
"Muhlenberg County, Kentucky",30951,21,177
"Perry County, Kentucky",26624,21,193
"Wolfe County, Kentucky",7207,21,237
"Clay County, Kentucky",20368,21,051
"Bell County, Kentucky",26791,21,013
"Cumberland County, Kentucky",6697,21,057
"Graves County, Kentucky",37248,21,083
"Lee County, Kentucky",6881,21,129
"Butler County, Kentucky",12764,21,031
"Edmonson County, Kentucky",12138,21,061
"Harrison County, Kentucky",18722,21,097
"Bracken County, Kentucky",8305,21,023
"Nelson County, Kentucky",45650,21,179
"Wayne County, Kentucky",20546,21,231
"Marion County, Kentucky",19244,21,155
"Trigg County, Kentucky",14449,21,221
"Boone County, Kentucky",130820,21,015
"Jessamine County, Kentucky",53032,21,113
"Knox County, Kentucky",31365,21,121
"Letcher County, Kentucky",22295,21,133
"Livingston County, Kentucky",9235,21,139
"Pike County, Kentucky",59497,21,195
"Shelby County, Kentucky",47325,21,211
"Anderson County, Kentucky",22409,21,005
"Breckinridge County, Kentucky",20176,21,027
"Franklin County, Kentucky",50529,21,073
"McCreary County, Kentucky",17465,21,147
"Madison County, Kentucky",90802,21,151
"Metcalfe County, Kentucky",10036,21,169
"Owsley County, Kentucky",4442,21,189
"Simpson County, Kentucky",18183,21,213
"Clark County, Kentucky",35971,21,049
"Todd County, Kentucky",12316,21,219
"Carroll County, Kentucky",10671,21,041
"Clinton County, Kentucky",10193,21,053
"Gallatin County, Kentucky",8737,21,077
"Richland Parish, Louisiana",20350,22,083
"Mahnomen County, Minnesota",5501,27,087
"Chisago County, Minnesota",55315,27,025
"Redwood County, Minnesota",15261,27,127
"Yellow Medicine County, Minnesota",9814,27,173
"Todd County, Minnesota",24494,27,153
"Beltrami County, Minnesota",46403,27,007
"Blue Earth County, Minnesota",66795,27,013
"Houston County, Minnesota",18648,27,055
"Lac qui Parle County, Minnesota",6719,27,073
"Lake of the Woods County, Minnesota",3771,27,077
"Otter Tail County, Minnesota",58195,27,111
"Waseca County, Minnesota",18740,27,161
"St. Louis County, Minnesota",199759,27,137
"Anoka County, Minnesota",350253,27,003
"Stearns County, Minnesota",158452,27,145
"Dakota County, Minnesota",421453,27,037
"Lyon County, Minnesota",25758,27,083
"Marshall County, Minnesota",9372,27,089
"Renville County, Minnesota",14652,27,129
"Washington County, Minnesota",255938,27,163
"Cook County, Minnesota",5376,27,031
"Knox County, Missouri",3947,29,103
"Montgomery County, Missouri",11487,29,139
"Stoddard County, Missouri",29377,29,207
"Audrain County, Missouri",25644,29,007
"Greene County, Missouri",289756,29,077
"St. Clair County, Missouri",9370,29,185
"Schuyler County, Missouri",4555,29,197
"Camden County, Missouri",45466,29,029
"Jefferson County, Missouri",223951,29,099
"New Madrid County, Missouri",17560,29,143
"Ralls County, Missouri",10234,29,173
"Custer County, Montana",11729,30,017
"Powder River County, Montana",1607,30,075
"Roosevelt County, Montana",11175,30,085
"Liberty County, Montana",2351,30,051
"Richland County, Montana",11199,30,083
"Toole County, Montana",4892,30,101
"Daniels County, Montana",1730,30,019
"Judith Basin County, Montana",1954,30,045
"Deer Lodge County, Montana",9106,30,023
"McCone County, Montana",1790,30,055
"Rosebud County, Montana",9152,30,087
"Dawson County, Montana",9017,30,021
"Broadwater County, Montana",5945,30,007
"Phillips County, Montana",4077,30,071
"Blaine County, Nebraska",477,31,009
"Deuel County, Nebraska",1831,31,049
"Logan County, Nebraska",927,31,113
"Thayer County, Nebraska",5057,31,169
"Adams County, Nebraska",31587,31,001
"Boone County, Nebraska",5279,31,011
"St. Martin Parish, Louisiana",53732,22,099
"Vernon Parish, Louisiana",49646,22,115
"Winn Parish, Louisiana",14313,22,127
"East Baton Rouge Parish, Louisiana",443763,22,033
"Sabine Parish, Louisiana",23991,22,085
"Allen Parish, Louisiana",25618,22,003
"Madison Parish, Louisiana",11306,22,065
"Jefferson Davis Parish, Louisiana",31441,22,053
"St. James Parish, Louisiana",21308,22,093
"Grant Parish, Louisiana",22340,22,043
"West Feliciana Parish, Louisiana",15428,22,125
"Jefferson Parish, Louisiana",434850,22,051
"Monroe County, Alabama",21270,01,099
"Lawrence County, Alabama",33058,01,079
"Lee County, Alabama",161152,01,081
"Marion County, Alabama",29866,01,093
"Pickens County, Alabama",20243,01,107
"Sumter County, Alabama",12797,01,119
"Jefferson County, Alabama",659680,01,073
"Choctaw County, Alabama",12925,01,023
"Franklin County, Alabama",31466,01,059
"Marengo County, Alabama",19321,01,091
"Russell County, Alabama",57952,01,113
"Cherokee County, Alabama",25903,01,019
"Covington County, Alabama",37200,01,039
"Crenshaw County, Alabama",13844,01,041
"Dallas County, Alabama",39149,01,047
"Lauderdale County, Alabama",92556,01,077
"Lowndes County, Alabama",10079,01,085
"Macon County, Alabama",18708,01,087
"Limestone County, Alabama",94727,01,083
"Shelby County, Alabama",213432,01,117
"Winston County, Alabama",23784,01,133
"Baldwin County, Alabama",212830,01,003
"Elmore County, Alabama",81144,01,051
"Jackson County, Alabama",51852,01,071
"Talladega County, Alabama",80387,01,121
"Washington County, Alabama",16541,01,129
"Clay County, Alabama",13337,01,027
"Morgan County, Alabama",119213,01,103
"Pike County, Alabama",33333,01,109
"Colbert County, Alabama",54771,01,033
"Dale County, Alabama",49277,01,045
"Hale County, Alabama",14809,01,065
"DeKalb County, Alabama",71310,01,049
"Escambia County, Alabama",37057,01,053
"Randolph County, Alabama",22647,01,111
"Mobile County, Alabama",414114,01,097
"Perry County, Alabama",9293,01,105
"Cleburne County, Alabama",14916,01,029
"Conecuh County, Alabama",12394,01,035
"Barbour County, Alabama",25361,01,005
"Bibb County, Alabama",22493,01,007
"Calhoun County, Alabama",114618,01,015
"Clarke County, Alabama",24128,01,025
"Fayette County, Alabama",16494,01,057
"Rock County, Nebraska",1414,31,149
"Sherman County, Nebraska",3033,31,163
"Beauregard Parish, Louisiana",37043,22,011
"Bienville Parish, Louisiana",13564,22,013
"Bossier Parish, Louisiana",126499,22,015
"Cameron Parish, Louisiana",6930,22,023
"East Feliciana Parish, Louisiana",19371,22,037
"St. John the Baptist Parish, Louisiana",43242,22,095
"Plaquemines Parish, Louisiana",23338,22,075
"Ouachita Parish, Louisiana",155494,22,073
"Washington Parish, Louisiana",46435,22,117
"St. Landry Parish, Louisiana",83172,22,097
"Acadia Parish, Louisiana",62457,22,001
"St. Mary Parish, Louisiana",50968,22,101
"St. Tammany Parish, Louisiana",255155,22,103
"Union Parish, Louisiana",22353,22,111
"Caddo Parish, Louisiana",245831,22,017
"Ascension Parish, Louisiana",123114,22,005
"Lafayette Parish, Louisiana",241973,22,055
"Iberia Parish, Louisiana",71887,22,045
"Lincoln Parish, Louisiana",47246,22,061
"St. Helena Parish, Louisiana",10297,22,091
"Webster Parish, Louisiana",39242,22,119
"De Soto Parish, Louisiana",27289,22,031
"Iberville Parish, Louisiana",32822,22,047
"Livingston Parish, Louisiana",138928,22,063
"Morehouse Parish, Louisiana",25610,22,067
"Orleans Parish, Louisiana",390845,22,071
"Terrebonne Parish, Louisiana",112054,22,109
"Calcasieu Parish, Louisiana",201619,22,019
"Claiborne Parish, Louisiana",15985,22,027
"Avoyelles Parish, Louisiana",40669,22,009
"Jackson Parish, Louisiana",15879,22,049
"Pointe Coupee Parish, Louisiana",22016,22,077
"St. Charles Parish, Louisiana",52773,22,089
"Lafourche Parish, Louisiana",98108,22,057
"Tensas Parish, Louisiana",4561,22,107
"LaSalle Parish, Louisiana",14936,22,059
"Lincoln County, Maine",34201,23,015
"Waldo County, Maine",39539,23,027
"Piscataquis County, Maine",16836,23,021
"Aroostook County, Maine",67809,23,003
"Washington County, Maine",31491,23,029
"Knox County, Maine",39759,23,013
"Sagadahoc County, Maine",35452,23,023
"Kennebec County, Maine",121753,23,011
"Franklin County, Maine",29982,23,007
"Hancock County, Maine",54601,23,009
"Baltimore city, Maryland",609032,24,510
"Somerset County, Maryland",25729,24,039
"Harford County, Maryland",252222,24,025
"Allegany County, Maryland",71445,24,001
"Howard County, Nebraska",6417,31,093
"Gosper County, Nebraska",2013,31,073
"Sarpy County, Nebraska",181232,31,153
"Boyd County, Nebraska",1937,31,015
"Fillmore County, Nebraska",5547,31,059
"Hooker County, Nebraska",693,31,091
"Seward County, Nebraska",17171,31,159
"Webster County, Nebraska",3537,31,181
"Butler County, Nebraska",8029,31,023
"Arthur County, Nebraska",427,31,005
"Gage County, Nebraska",21594,31,067
"Kearney County, Nebraska",6529,31,099
"Madison County, Nebraska",35080,31,119
"Phelps County, Nebraska",9100,31,137
"Wayne County, Nebraska",9332,31,179
"Knox County, Nebraska",8426,31,107
"Merrick County, Nebraska",7798,31,121
"Pawnee County, Nebraska",2649,31,133
"Wheeler County, Nebraska",783,31,183
"Lander County, Nevada",5643,32,015
"Esmeralda County, Nevada",969,32,009
"Mineral County, Nevada",4460,32,021
"Lincoln County, Nevada",5180,32,017
"Washoe County, Nevada",456936,32,031
"Carson City, Nevada",54773,32,510
"Merrimack County, New Hampshire",149917,33,013
"Belknap County, New Hampshire",60887,33,001
"Strafford County, New Hampshire",129124,33,017
"Monmouth County, New Jersey",621659,34,025
"Sussex County, New Jersey",141483,34,037
"Essex County, New Jersey",795404,34,013
"Gloucester County, New Jersey",291165,34,015
"Passaic County, New Jersey",503637,34,031
"Bergen County, New Jersey",930390,34,003
"Warren County, New Jersey",105862,34,041
"Burlington County, New Jersey",445702,34,005
"Luna County, New Mexico",24083,35,029
"Taos County, New Mexico",32786,35,055
"Colfax County, New Mexico",12168,35,007
"Harding County, New Mexico",441,35,021
"Quay County, New Mexico",8326,35,037
"Noxubee County, Mississippi",10700,28,103
"Tate County, Mississippi",28404,28,137
"Panola County, Mississippi",34190,28,107
"Yalobusha County, Mississippi",12367,28,161
"Winnebago County, Iowa",10534,19,189
"Shelby County, Iowa",11606,19,165
"Appanoose County, Iowa",12452,19,007
"Iowa County, Iowa",16189,19,095
"Page County, Iowa",15268,19,145
"Winneshiek County, Iowa",20262,19,191
"Pottawattamie County, Iowa",93393,19,155
"Marshall County, Iowa",39964,19,127
"Boone County, Iowa",26370,19,015
"Buena Vista County, Iowa",20058,19,021
"Howard County, Iowa",9226,19,089
"Guthrie County, Iowa",10669,19,077
"Humboldt County, Iowa",9554,19,091
"Madison County, Iowa",16012,19,121
"Guaynabo Municipio, Puerto Rico",86937,72,061
"Fajardo Municipio, Puerto Rico",31111,72,053
"Aguas Buenas Municipio, Puerto Rico",25748,72,007
"Hatillo Municipio, Puerto Rico",39950,72,065
"Santa Isabel Municipio, Puerto Rico",21757,72,133
"Mayagüez Municipio, Puerto Rico",75232,72,097
"Río Grande Municipio, Puerto Rico",49613,72,119
"Añasco Municipio, Puerto Rico",26934,72,011
"Cataño Municipio, Puerto Rico",24271,72,033
"Guánica Municipio, Puerto Rico",16293,72,055
"Loíza Municipio, Puerto Rico",25778,72,087
"Las Piedras Municipio, Puerto Rico",37499,72,085
"Vega Baja Municipio, Puerto Rico",52192,72,145
"Lafayette County, Arkansas",6800,05,073
"Phillips County, Arkansas",18606,05,107
"Yell County, Arkansas",21464,05,149
"Bradley County, Arkansas",10874,05,011
"Polk County, Arkansas",20094,05,113
"Ouachita County, Arkansas",23830,05,103
"Little River County, Arkansas",12347,05,081
"Miller County, Arkansas",43572,05,091
"White County, Arkansas",78762,05,145
"Lake County, California",64195,06,033
"Yuba County, California",76360,06,115
"Lassen County, California",30818,06,035
"Sonoma County, California",499772,06,097
"Imperial County, California",180701,06,025
"Alameda County, California",1656754,06,001
"Napa County, California",139623,06,055
"Sierra County, California",3040,06,091
"Yolo County, California",217352,06,113
"Nevada County, California",99244,06,057
"Mendocino County, California",87224,06,045
"Los Angeles County, California",10081570,06,037
"Santa Clara County, California",1927470,06,085
"Siskiyou County, California",43468,06,093
"Del Norte County, California",27495,06,015
"Chaffee County, Colorado",19557,08,015
"Garfield County, Colorado",59055,08,045
"Jefferson County, Colorado",574798,08,059
"Rio Blanco County, Colorado",6384,08,103
"Conejos County, Colorado",8128,08,021
"Adams County, Colorado",504108,08,001
"Eagle County, Colorado",54681,08,037
"Moffat County, Colorado",13127,08,081
"Cheyenne County, Colorado",2026,08,017
"Montgomery County, Alabama",226941,01,101
"Marshall County, Alabama",95643,01,095
"Blount County, Alabama",57681,01,009
"Henry County, Alabama",17133,01,067
"Madison County, Alabama",362276,01,089
"Autauga County, Alabama",55380,01,001
"Tallapoosa County, Alabama",40541,01,123
"Geneva County, Alabama",26417,01,061
"Wilcox County, Alabama",10681,01,131
"Aleutians West Census Area, Alaska",5698,02,016
"Bristol Bay Borough, Alaska",875,02,060
"Kodiak Island Borough, Alaska",13451,02,150
"Northwest Arctic Borough, Alaska",7715,02,188
"McMinn County, Tennessee",53053,47,107
"Marshall County, Tennessee",32965,47,117
"Rhea County, Tennessee",32719,47,143
"Scott County, Tennessee",21969,47,151
"Anderson County, Tennessee",76061,47,001
"Fentress County, Tennessee",18213,47,049
"Gibson County, Tennessee",49228,47,053
"Hardeman County, Tennessee",25443,47,069
"Loudon County, Tennessee",52340,47,105
"Rutherford County, Tennessee",315815,47,149
"Smith County, Tennessee",19740,47,159
"Wilson County, Tennessee",136666,47,189
"Unicoi County, Tennessee",17811,47,171
"Lincoln County, New Mexico",19461,35,027
"Chaves County, New Mexico",65144,35,005
"Lea County, New Mexico",70277,35,025
"Santa Fe County, New Mexico",149293,35,049
"Union County, New Mexico",4133,35,059
"Sierra County, New Mexico",11031,35,051
"Socorro County, New Mexico",16858,35,053
"Roosevelt County, New Mexico",18888,35,041
"Doña Ana County, New Mexico",216069,35,013
"Los Alamos County, New Mexico",18625,35,028
"Rio Arriba County, New Mexico",39159,35,039
"San Miguel County, New Mexico",27738,35,047
"Valencia County, New Mexico",76027,35,061
"Torrance County, New Mexico",15519,35,057
"Bernalillo County, New Mexico",677858,35,001
"Otero County, New Mexico",66137,35,035
"Cibola County, New Mexico",26891,35,006
"De Baca County, New Mexico",2040,35,011
"Guadalupe County, New Mexico",4353,35,019
"Catron County, New Mexico",3526,35,003
"Bronx County, New York",1435068,36,005
"Onondaga County, New York",462872,36,067
"Clinton County, New York",80583,36,019
"Seneca County, New York",34390,36,099
"Putnam County, New York",98787,36,079
"Herkimer County, New York",62057,36,043
"Ontario County, New York",109511,36,069
"Steuben County, New York",96422,36,101
"Hamilton County, New York",4515,36,041
"Chautauqua County, New York",128496,36,013
"Kings County, New York",2589974,36,047
"Tioga County, New York",48686,36,107
"Orleans County, New York",40904,36,073
"Saratoga County, New York",228502,36,091
"Columbia County, New York",60371,36,021
"Lewis County, New York",26572,36,049
"Westchester County, New York",968890,36,119
"Delaware County, New York",44995,36,025
"Montgomery County, New York",49302,36,057
"Richmond County, New York",474893,36,085
"St. Lawrence County, New York",108913,36,089
"Tompkins County, New York",102642,36,109
"Warren County, New York",64276,36,113
"Cortland County, New York",47865,36,023
"Dutchess County, New York",293754,36,027
"Platte County, Wyoming",8582,56,031
"Sheridan County, Wyoming",30140,56,033
"Big Horn County, Wyoming",11882,56,003
"Crook County, Wyoming",7472,56,011
"Park County, Wyoming",29148,56,029
"Albany County, Wyoming",38390,56,001
"Carbon County, Wyoming",15247,56,007
"Goshen County, Wyoming",13342,56,015
"Uinta County, Wyoming",20479,56,041
"Washakie County, Wyoming",8027,56,043
"Hot Springs County, Wyoming",4607,56,017
"Fremont County, Wyoming",39812,56,013
"Sublette County, Wyoming",9880,56,035
"Weston County, Wyoming",7049,56,045
"Aibonito Municipio, Puerto Rico",22988,72,009
"Juncos Municipio, Puerto Rico",38780,72,077
"Lajas Municipio, Puerto Rico",22835,72,079
"Adjuntas Municipio, Puerto Rico",17891,72,001
"Camuy Municipio, Puerto Rico",31598,72,027
"Naguabo Municipio, Puerto Rico",26075,72,103
"Naranjito Municipio, Puerto Rico",28112,72,105
"Arecibo Municipio, Puerto Rico",85390,72,013
"Arroyo Municipio, Puerto Rico",17805,72,015
"Quebradillas Municipio, Puerto Rico",23629,72,115
"Guayama Municipio, Puerto Rico",40889,72,057
"Culebra Municipio, Puerto Rico",1311,72,049
"Gurabo Municipio, Puerto Rico",46910,72,063
"Barceloneta Municipio, Puerto Rico",24079,72,017
"Yauco Municipio, Puerto Rico",35428,72,153
"Aguadilla Municipio, Puerto Rico",52803,72,005
"Cabo Rojo Municipio, Puerto Rico",48487,72,023
"Patillas Municipio, Puerto Rico",16929,72,109
"Villalba Municipio, Puerto Rico",22403,72,149
"Carolina Municipio, Puerto Rico",153779,72,031
"Cayey Municipio, Puerto Rico",43785,72,035
"Humacao Municipio, Puerto Rico",52507,72,069
"Morovis Municipio, Puerto Rico",30962,72,101
"Trujillo Alto Municipio, Puerto Rico",66338,72,139
"Manatí Municipio, Puerto Rico",38836,72,091
"Peñuelas Municipio, Puerto Rico",20383,72,111
"Rincón Municipio, Puerto Rico",14056,72,117
"San Germán Municipio, Puerto Rico",31442,72,125
"San Sebastián Municipio, Puerto Rico",37120,72,131
"Monroe County, New York",743341,36,055
"Oneida County, New York",229959,36,065
"Ulster County, New York",178665,36,111
"Chemung County, New York",84895,36,015
"Livingston County, New York",63591,36,051
"Otsego County, New York",59972,36,077
"Greene County, New York",47424,36,039
"Albany County, New York",306968,36,001
"Allegany County, New York",46688,36,003
"Cattaraugus County, New York",77121,36,009
"Madison County, New York",71205,36,053
"Schenectady County, New York",154859,36,093
"Genesee County, New York",57808,36,037
"Yates County, New York",25011,36,123
"Greene County, North Carolina",21033,37,079
"Mitchell County, North Carolina",15004,37,121
"Chowan County, North Carolina",14097,37,041
"Alleghany County, North Carolina",11008,37,005
"Caldwell County, North Carolina",81884,37,027
"Catawba County, North Carolina",157613,37,035
"Cleveland County, North Carolina",97282,37,045
"Craven County, North Carolina",102491,37,049
"Edgecombe County, North Carolina",52648,37,065
"Granville County, North Carolina",59328,37,077
"Harnett County, North Carolina",132283,37,085
"Hoke County, North Carolina",53957,37,093
"Henderson County, North Carolina",114913,37,089
"Hyde County, North Carolina",5213,37,095
"Iredell County, North Carolina",175538,37,097
"Mecklenburg County, North Carolina",1074475,37,119
"Northampton County, North Carolina",19946,37,131
"Pitt County, North Carolina",178433,37,147
"Rowan County, North Carolina",140296,37,159
"Vance County, North Carolina",44479,37,181
"Cherokee County, North Carolina",27969,37,039
"Currituck County, North Carolina",26363,37,053
"Union County, North Carolina",231053,37,179
"Wilkes County, North Carolina",68469,37,193
"Nash County, North Carolina",94030,37,127
"Alexander County, North Carolina",37213,37,003
"Dare County, North Carolina",36222,37,055
"Warren County, North Carolina",19898,37,185
"Wilson County, North Carolina",81435,37,195
"Gates County, North Carolina",11548,37,073
"Graham County, North Carolina",8509,37,075
"Madison County, North Carolina",21499,37,115
"Pamlico County, North Carolina",12701,37,137
"Polk County, North Carolina",20557,37,149
"Randolph County, North Carolina",143118,37,151
"Stokes County, North Carolina",45781,37,169
"Washington County, North Carolina",11922,37,187
"Clay County, North Carolina",10946,37,043
"Cumberland County, North Carolina",332861,37,051
"Guilford County, North Carolina",527868,37,081
"Jackson County, North Carolina",42938,37,099
"Pasquotank County, North Carolina",39514,37,139
"Robeson County, North Carolina",132596,37,155
"Swain County, North Carolina",14260,37,173
"Wake County, North Carolina",1069079,37,183
"Anson County, North Carolina",24902,37,007
"McDowell County, North Carolina",45227,37,111
"Franklin County, North Carolina",66362,37,069
"Jones County, North Carolina",9594,37,103
"Macon County, North Carolina",34813,37,113
"Brunswick County, North Carolina",131815,37,019
"Transylvania County, North Carolina",33775,37,175
"Beaufort County, North Carolina",47168,37,013
"Columbus County, North Carolina",56068,37,047
"Lincoln County, North Carolina",82919,37,109
"Montgomery County, North Carolina",27252,37,123
"Orange County, North Carolina",144836,37,135
"Richmond County, North Carolina",44997,37,153
"Sampson County, North Carolina",63385,37,163
"Surry County, North Carolina",71971,37,171
"Avery County, North Carolina",17506,37,011
"Buncombe County, North Carolina",256886,37,021
"Cabarrus County, North Carolina",206615,37,025
"Caswell County, North Carolina",22684,37,033
"Davie County, North Carolina",42257,37,059
"Davidson County, North Carolina",165381,37,057
"Duplin County, North Carolina",58967,37,061
"Durham County, North Carolina",311848,37,063
"Hertford County, North Carolina",24012,37,091
"Lee County, North Carolina",60481,37,105
"New Hanover County, North Carolina",227938,37,129
"Pender County, North Carolina",60399,37,141
"Wayne County, North Carolina",123603,37,191
"Scotland County, North Carolina",35076,37,165
"Watauga County, North Carolina",54925,37,189
"Halifax County, North Carolina",51190,37,083
"Alamance County, North Carolina",163324,37,001
"Tyrrell County, North Carolina",4095,37,177
"Stark County, North Dakota",31081,38,089
"Wells County, North Dakota",3976,38,103
"Burke County, North Dakota",2182,38,013
"Mountrail County, North Dakota",10321,38,061
"Williams County, North Dakota",35208,38,105
"Billings County, North Dakota",922,38,007
"Kidder County, North Dakota",2466,38,043
"Cavalier County, North Dakota",3803,38,019
"Grant County, North Dakota",2353,38,037
"McHenry County, North Dakota",5878,38,049
"Steele County, North Dakota",1744,38,091
"Benson County, North Dakota",6873,38,005
"LaMoure County, North Dakota",4125,38,045
"Morton County, North Dakota",30868,38,059
"Dunn County, North Dakota",4395,38,025
"McIntosh County, North Dakota",2597,38,051
"Nelson County, North Dakota",2894,38,063
"Rolette County, North Dakota",14511,38,079
"Walsh County, North Dakota",10751,38,099
"Bottineau County, North Dakota",6502,38,009
"Barnes County, North Dakota",10706,38,003
"Grand Forks County, North Dakota",70224,38,035
"McKenzie County, North Dakota",13334,38,053
"McLean County, North Dakota",9584,38,055
"Pierce County, North Dakota",4126,38,069
"Renville County, North Dakota",2442,38,075
"Bowman County, North Dakota",3148,38,011
"Burleigh County, North Dakota",94793,38,015
"Logan County, North Dakota",1872,38,047
"Oliver County, North Dakota",1842,38,065
"Stutsman County, North Dakota",20965,38,093
"Ramsey County, North Dakota",11583,38,071
"Foster County, North Dakota",3260,38,031
"Griggs County, North Dakota",2409,38,039
"Sheridan County, North Dakota",1409,38,083
"Slope County, North Dakota",742,38,087
"Union County, Ohio",56707,39,159
"Pike County, Ohio",28000,39,131
"Paulding County, Ohio",18809,39,125
"Hamilton County, Ohio",813589,39,061
"Franklin County, Ohio",1290360,39,049
"Marion County, Ohio",65299,39,101
"Tuscarawas County, Ohio",92335,39,157
"Wayne County, Ohio",116099,39,169
